"english","sourceNo","sourceWord","mode"
"Could I ~?","300086","Can I ~?","Listening"
"Should I ~?","300086","Can I ~?","Listening"
"aloud","300087","all right","Listening"
"almost","300087","all right","Listening"
"okay","300087","all right","Synonym"
"no one","300088","someone","ChoicesJaEn"
"somewhere","300088","someone","ChoicesJaEn"
"somebody","300088","someone","Synonym"
"no one","300088","someone","Antonym"
"napkin","300089","pumpkin","Listening"
"somewhere","300090","something","ChoicesJaEn"
"visit ~","300091","see ~ off","ChoicesJaEn"
"help ~","300091","see ~ off","ChoicesJaEn"
"send off","300091","see ~ off","Listening"
"set off","300091","see ~ off","Listening"
"show ~ out","300091","see ~ off","Listening"
"in Japan","300092","overseas","ChoicesJaEn"
"downtown","300092","overseas","ChoicesJaEn"
"overcoat","300092","overseas","Listening"
"carry ~","300093","treat","ChoicesJaEn"
"choose ~","300093","treat","ChoicesJaEn"
"teach ~","300093","treat","ChoicesJaEn"
"in front","300094","in fact","Listening"
"shared","300095","scared","Listening"
"skated","300095","scared","Listening"
"outgoing","300096","shy","Antonym"
"after lunch","300097","after a while","Listening"
"all the while","300097","after a while","Listening"
"for a while","300097","after a while","Listening"
"promise","300098","crime","ChoicesJaEn"
"cried","300098","crime","Listening"
"crown","300098","crime","Listening"
"teamwork","300099","teenager","Listening"
"That is too bad.","300101","Sounds good.","ChoicesJaEn"
"It looks difficult.","300101","Sounds good.","ChoicesJaEn"
"Hurry up.","300101","Sounds good.","ChoicesJaEn"
"Be careful.","300101","Sounds good.","ChoicesJaEn"
"Sounds great.","300101","Sounds good.","Listening"
"Looks good.","300101","Sounds good.","Listening"
"That is good.","300101","Sounds good.","Listening"
"Very good.","300101","Sounds good.","Listening"
"That sounds good.","300101","Sounds good.","Synonym"
"That looks difficult.","300102","That sounds great.","ChoicesJaEn"
"That looks expensive.","300102","That sounds great.","ChoicesJaEn"
"That sounds late.","300102","That sounds great.","ChoicesJaEn"
"That looks strange.","300102","That sounds great.","ChoicesJaEn"
"That sounds good.","300102","That sounds great.","Listening"
"That looks great.","300102","That sounds great.","Listening"
"It sounds great.","300102","That sounds great.","Listening"
"That was great.","300102","That sounds great.","Listening"
"Sounds great.","300102","That sounds great.","Synonym"
"goes","300103","gas","Listening"
"heat","300104","breath","ChoicesJaEn"
"everybody","300107","everything","Listening"
"monthly","300108","mostly","Listening"
"yearly","300109","nearly","Listening"
"almost","300109","nearly","Synonym"
"almost not","300110","hardly","Synonym"
"by yourself","300111","by oneself","Listening"
"by himself","300111","by oneself","Listening"
"by itself","300111","by oneself","Listening"
"beside","300113","besides","Listening"
"between","300113","besides","Listening"
"Thank you.","300114","I'm sorry.","ChoicesJaEn"
"Good morning.","300114","I'm sorry.","ChoicesJaEn"
"Goodbye.","300114","I'm sorry.","ChoicesJaEn"
"Nice to meet you.","300114","I'm sorry.","ChoicesJaEn"
"I'm hungry.","300114","I'm sorry.","Listening"
"I'm busy.","300114","I'm sorry.","Listening"
"I'm happy.","300114","I'm sorry.","Listening"
"horn","300115","fur","ChoicesJaEn"
"we","300117","anyone","ChoicesJaEn"
"anyway","300117","anyone","Listening"
"anyway","300118","anything","Listening"
"promise","300122","quarrel","ChoicesJaEn"
"elbow","300123","wrist","ChoicesJaEn"
"slave","300124","sleeve","Listening"
"sled","300124","sleeve","Listening"
"leave ~","300125","reach ~","ChoicesJaEn"
"pass ~","300125","reach ~","ChoicesJaEn"
"stop at ~","300125","reach ~","ChoicesJaEn"
"return to ~","300125","reach ~","ChoicesJaEn"
"teach ~","300125","reach ~","Listening"
"catch ~","300125","reach ~","Listening"
"leave ~","300125","reach ~","Listening"
"as useful","300128","as usual","Listening"
"as often","300128","as usual","Listening"
"a student","300128","as usual","Listening"
"How high is ~?","300129","How far is ~?","ChoicesJaEn"
"How heavy is ~?","300129","How far is ~?","ChoicesJaEn"
"How fast is ~?","300129","How far is ~?","Listening"
"How hard is ~?","300129","How far is ~?","Listening"
"How tall is ~?","300129","How far is ~?","Listening"
"cushion","300130","question","Listening"
"Do you know?","300131","Can you come?","ChoicesJaEn"
"Can you eat?","300131","Can you come?","ChoicesJaEn"
"Can you see?","300131","Can you come?","ChoicesJaEn"
"Can you speak?","300131","Can you come?","ChoicesJaEn"
"Can you cook?","300131","Can you come?","Listening"
"Can you call?","300131","Can you come?","Listening"
"Can you go?","300131","Can you come?","Listening"
"Can you wait?","300131","Can you come?","Listening"
"introduce","300133","interview","Listening"
"How high is ~?","300134","How long is ~?","ChoicesJaEn"
"How heavy is ~?","300134","How long is ~?","ChoicesJaEn"
"How big is ~?","300134","How long is ~?","ChoicesJaEn"
"How deep is ~?","300134","How long is ~?","ChoicesJaEn"
"How strong is ~?","300134","How long is ~?","Listening"
"How small is ~?","300134","How long is ~?","Listening"
"How short is ~?","300134","How long is ~?","Listening"
"visit A at B","300135","invite A to B","ChoicesJaEn"
"help A with B","300135","invite A to B","ChoicesJaEn"
"send A to B","300135","invite A to B","Listening"
"take A to B","300135","invite A to B","Listening"
"show A to B","300135","invite A to B","Listening"
"at the park","300136","at the station","ChoicesJaEn"
"at the library","300136","at the station","ChoicesJaEn"
"at the stadium","300136","at the station","Listening"
"at the store","300136","at the station","Listening"
"at the table","300136","at the station","Listening"
"at the stop","300136","at the station","Listening"
"one time","300137","on time","Listening"
"long time","300137","on time","Listening"
"punctually","300137","on time","Synonym"
"finishing","300138","finally","Listening"
"main road","300139","meanwhile","Listening"
"meal time","300139","meanwhile","Listening"
"midway","300139","meanwhile","Listening"
"contact","300140","conscious","Listening"
"promise","300141","prize","ChoicesJaEn"
"prime","300141","prize","Listening"
"horn","300142","tail","ChoicesJaEn"
"whisker","300142","tail","ChoicesJaEn"
"thought","300144","fault","Listening"
"fought","300144","fault","Listening"
"fort","300144","fault","Listening"
"weak point","300144","fault","Synonym"
"make peace","300147","fight","Antonym"
"need ~","300148","belong to ~","ChoicesJaEn"
"visit ~","300148","belong to ~","ChoicesJaEn"
"choose ~","300148","belong to ~","ChoicesJaEn"
"bring to ~","300148","belong to ~","Listening"
"begin to ~","300148","belong to ~","Listening"
"deer","300149","decrease","Listening"
"inside","300150","increase","Listening"
"invite","300150","increase","Listening"
"include","300150","increase","Listening"
"inside","300151","in time","Listening"
"invite","300151","in time","Listening"
"doubt ~","300152","trust ~","ChoicesJaEn"
"help ~","300152","trust ~","ChoicesJaEn"
"choose ~","300152","trust ~","ChoicesJaEn"
"track ~","300152","trust ~","Listening"
"trick ~","300152","trust ~","Listening"
"dress ~","300152","trust ~","Listening"
"touch ~","300152","trust ~","Listening"
"shared","300153","own","ChoicesJaEn"
"open","300153","own","Listening"
"wave to ~","300154","bow to ~","ChoicesJaEn"
"sit before ~","300154","bow to ~","ChoicesJaEn"
"run to ~","300154","bow to ~","ChoicesJaEn"
"smile at ~","300154","bow to ~","ChoicesJaEn"
"show to ~","300154","bow to ~","Listening"
"promise","300157","war","ChoicesJaEn"
"loop","300158","loose","Listening"
"promise","300159","event","ChoicesJaEn"
"sock","300160","rock","Listening"
"rod","300160","rock","Listening"
"wine","300164","wide","Listening"
"lightly","300165","loudly","Listening"
"roundly","300165","loudly","Listening"
"proudly","300165","loudly","Listening"
"tycoon","300167","typhoon","Listening"
"tyler","300167","typhoon","Listening"
"cut ~","300168","tie ~","ChoicesJaEn"
"open ~","300168","tie ~","ChoicesJaEn"
"push ~","300168","tie ~","ChoicesJaEn"
"carry ~","300168","tie ~","ChoicesJaEn"
"try ~","300168","tie ~","Listening"
"type ~","300168","tie ~","Listening"
"take ~","300168","tie ~","Listening"
"turn ~","300168","tie ~","Listening"
"untie","300168","tie ~","Antonym"
"net","300170","nest","Listening"
"enter","300178","encyclopedia","Listening"
"order","300179","reservation","ChoicesJaEn"
"booking","300179","reservation","Synonym"
"boss","300180","manager","Synonym"
"B before A","300181","A as well as B","ChoicesJaEn"
"B after A","300181","A as well as B","ChoicesJaEn"
"B during A","300181","A as well as B","ChoicesJaEn"
"B for A","300181","A as well as B","ChoicesJaEn"
"as long as B","300181","A as well as B","Listening"
"as soon as B","300181","A as well as B","Listening"
"all of A and B","300181","A as well as B","Listening"
"always A and B","300181","A as well as B","Listening"
"and also","300181","A as well as B","Synonym"
"elbow","300182","chin","ChoicesJaEn"
"shin","300182","chin","Listening"
"rectangle","300183","square","ChoicesJaEn"
"promise","300185","courage","ChoicesJaEn"
"cottage","300185","courage","Listening"
"helium","300186","heroine","Listening"
"rang","300188","lung","Listening"
"open","300189","gather","ChoicesJaEn"
"getter","300189","gather","Listening"
"whoever","300190","however","Listening"
"hover","300190","however","Listening"
"tray","300191","trade","Listening"
"tried","300191","trade","Listening"
"impolite","300194","impossible","Listening"
"plan ~","300195","call off ~","ChoicesJaEn"
"start ~","300195","call off ~","ChoicesJaEn"
"continue ~","300195","call off ~","ChoicesJaEn"
"explain ~","300195","call off ~","ChoicesJaEn"
"cut off ~","300195","call off ~","Listening"
"carry on ~","300195","call off ~","Listening"
"call up ~","300195","call off ~","Listening"
"death","300196","deaf","Listening"
"bland","300197","blind","Listening"
"sighted","300197","blind","Antonym"
"protect","300199","perform","Listening"
"prefer","300199","perform","Listening"
"tropic","300200","traffic","Listening"
"supporting","300201","surprising","Listening"
"supplies","300201","surprising","Listening"
"amazing","300201","surprising","Synonym"
"go left","300204","turn left","Listening"
"keep left","300204","turn left","Listening"
"look left","300204","turn left","Listening"
"turn light","300205","turn right","Listening"
"go right","300205","turn right","Listening"
"walk right","300205","turn right","Listening"
"move right","300205","turn right","Listening"
"after that","300209","by the way","ChoicesJaEn"
"by the door","300209","by the way","Listening"
"find a way","300209","by the way","Listening"
"complete","300210","compare","Listening"
"company","300210","compare","Listening"
"compass","300210","compare","Listening"
"gray","300216","grade","Listening"
"open","300217","appear","Listening"
"be bored","300218","be born","Listening"
"be warm","300218","be born","Listening"
"be gone","300218","be born","Listening"
"agree","300219","approach","Listening"
"come near","300219","approach","Synonym"
"move away","300219","approach","Antonym"
"visit ~","300220","contact ~","ChoicesJaEn"
"help ~","300220","contact ~","ChoicesJaEn"
"invite ~","300220","contact ~","ChoicesJaEn"
"connect ~","300220","contact ~","Listening"
"contract ~","300220","contact ~","Listening"
"invite ~","300220","contact ~","Listening"
"visit ~","300220","contact ~","Listening"
"call ~","300220","contact ~","Synonym"
"contact","300221","contest","Listening"
"analog","300222","digital","Antonym"
"battle","300223","bottle","Listening"
"be close to ~","300224","be filled with ~","ChoicesJaEn"
"be far from ~","300224","be filled with ~","ChoicesJaEn"
"be the same as ~","300224","be filled with ~","ChoicesJaEn"
"be in front of ~","300224","be filled with ~","ChoicesJaEn"
"be finished with ~","300224","be filled with ~","Listening"
"be far from ~","300224","be filled with ~","Listening"
"full of","300224","be filled with ~","Synonym"
"be empty","300224","be filled with ~","Antonym"
"lost","300225","last","Listening"
"spill","300226","still","Listening"
"collect ~","300227","manage to do","ChoicesJaEn"
"choose ~","300227","manage to do","ChoicesJaEn"
"compare ~","300227","manage to do","ChoicesJaEn"
"continue ~","300227","manage to do","ChoicesJaEn"
"need to do","300227","manage to do","Listening"
"plan to do","300227","manage to do","Listening"
"learn to do","300227","manage to do","Listening"
"roughly","300229","exactly","Antonym"
"open","300233","wrap","ChoicesJaEn"
"unwrap","300233","wrap","Antonym"
"promise","300234","accident","ChoicesJaEn"
"army","300235","artist","Listening"
"promise","300237","interest","ChoicesJaEn"
"inside","300237","interest","Listening"
"pointed","300239","sharp","Synonym"
"lid","300241","handle","ChoicesJaEn"
"candle","300241","handle","Listening"
"sandal","300241","handle","Listening"
"handy","300241","handle","Listening"
"order","300244","other","Listening"
"contact","300246","control","Listening"
"manage","300246","control","Synonym"
"forget ~","300248","find out ~","ChoicesJaEn"
"choose ~","300248","find out ~","ChoicesJaEn"
"collect ~","300248","find out ~","ChoicesJaEn"
"carry ~","300248","find out ~","ChoicesJaEn"
"hand out ~","300248","find out ~","Listening"
"figure out ~","300248","find out ~","Listening"
"fill out ~","300248","find out ~","Listening"
"find ~","300248","find out ~","Listening"
"believe ~","300249","mind ~","ChoicesJaEn"
"move ~","300249","mind ~","ChoicesJaEn"
"compare ~","300249","mind ~","ChoicesJaEn"
"find ~","300249","mind ~","Listening"
"mean ~","300249","mind ~","Listening"
"need ~","300249","mind ~","Listening"
