"no	grade	word	japanese	description	sentence	japanese_sentence	pos	difficulty	frequency	""[""""年"""",""""月"""",""""週"""",""""日"""",""""時間""""]""	""[""""year"""",""""month"""",""""week"""",""""day"""",""""hour""""]""	""[""""year"""",""""ear"""",""""near"""",""""dear"""",""""yard""""]""	[]	[]"
200398	2	morning	朝	the early part of the day	I walk to school in the morning.	私は朝に学校へ歩いて行きます。	noun	1	5	""[""""朝"""",""""昼"""",""""夕方"""",""""夜"""",""""正午""""]""	""[""""morning"""",""""afternoon"""",""""evening"""",""""night"""",""""noon""""]""	""[""""morning"""",""""warning"""",""""moving"""",""""mowing"""",""""moaning""""]""	[]	[]"
200399	2	parent	親	a mother or father	My parent came to my school.	私の親が学校に来ました。	noun	2	4	""[""""親"""",""""先生"""",""""友だち"""",""""兄弟"""",""""子ども""""]""	""[""""parent"""",""""teacher"""",""""friend"""",""""brother"""",""""child""""]""	""[""""parent"""",""""parrot"""",""""pilot"""",""""present"""",""""peanut""""]""	[]	[]"
200400	2	go around	回る	to move from place to place	We go around the park after lunch.	私たちは昼食のあとで公園を回ります。	verb	2	2	""[""""回る"""",""""止まる"""",""""座る"""",""""待つ"""",""""集まる""""]""	""[""""go around"""",""""stop"""",""""sit"""",""""wait"""",""""gather""""]""	""[""""go around"""",""""get around"""",""""go along"""",""""turn around"""",""""walk around""""]""	[]	[]"
200401	2	turn around	振り向く	to turn your body to the other side	Please turn around and look at the board.	振り向いて黒板を見てください。	verb	2	2	""[""""振り向く"""",""""立ち上がる"""",""""座る"""",""""走る"""",""""待つ""""]""	""[""""turn around"""",""""stand up"""",""""sit down"""",""""run"""",""""wait""""]""	""[""""turn around"""",""""turn away"""",""""turn left"""",""""walk around"""",""""look around""""]""	[]	[]"
200402	2	skate	スケートをする	to move on ice or on wheels with skates	My sister can skate very well.	私の姉はとても上手にスケートができます。	verb	2	2	""[""""スケートをする"""",""""泳ぐ"""",""""走る"""",""""踊る"""",""""登る""""]""	""[""""skate"""",""""swim"""",""""run"""",""""dance"""",""""climb""""]""	""[""""skate"""",""""state"""",""""stay"""",""""scale"""",""""school""""]""	[]	[]"
200403	2	jump	跳ぶ	to move up into the air	The boy can jump high.	その男の子は高く跳べます。	verb	2	4	""[""""跳ぶ"""",""""走る"""",""""歩く"""",""""泳ぐ"""",""""投げる""""]""	""[""""jump"""",""""run"""",""""walk"""",""""swim"""",""""throw""""]""	""[""""jump"""",""""bump"""",""""just"""",""""lamp"""",""""dump""""]""	[]	[]"
200404	2	hurry	急ぐ	to do something quickly	We must hurry to school.	私たちは学校へ急がなければなりません。	verb	3	3	""[""""急ぐ"""",""""待つ"""",""""休む"""",""""座る"""",""""運ぶ""""]""	""[""""hurry"""",""""wait"""",""""rest"""",""""sit"""",""""carry""""]""	""[""""hurry"""",""""worry"""",""""early"""",""""sorry"""",""""heavy""""]""	[]	[]"
200405	2	ice skating	スケート	the sport of moving on ice with skates	I like ice skating in winter.	私は冬にスケートをするのが好きです。	noun	3	2	""[""""スケート"""",""""水泳"""",""""野球"""",""""テニス"""",""""サッカー""""]""	""[""""ice skating"""",""""swimming"""",""""baseball"""",""""tennis"""",""""soccer""""]""	""[""""ice skating"""",""""nice skating"""",""""ice reading"""",""""bike skating"""",""""ice skater""""]""	[]	[]"
200406	2	film	映画	a movie	We watched a film after dinner.	私たちは夕食のあとに映画を見ました。	noun	2	3	""[""""映画"""",""""音楽"""",""""写真"""",""""手紙"""",""""新聞""""]""	""[""""film"""",""""song"""",""""photo"""",""""letter"""",""""newspaper""""]""	""[""""film"""",""""fill"""",""""farm"""",""""fine"""",""""form""""]""	""[{""""word"""":""""movie"""",""""note"""":""""特にアメリカ英語でよく使う""""}]""	[]"
200407	2	forward	前へ	to the front	Please step forward.	前へ進んでください。	adverb	3	2	""[""""前へ"""",""""後ろへ"""",""""中へ"""",""""外へ"""",""""上へ""""]""	""[""""forward"""",""""backward"""",""""inside"""",""""outside"""",""""upstairs""""]""	""[""""forward"""",""""forgive"""",""""forest"""",""""formal"""",""""fourth""""]""	""[{""""word"""":""""ahead"""",""""note"""":""""前方に、前へ""""}]""	""[{""""word"""":""""backward"""",""""note"""":""""後ろへ""""}]"""
200408	2	CD	CD	a music disc	I bought a new CD yesterday.	私は昨日新しいCDを買いました。	noun	2	2	""[""""CD"""",""""本"""",""""雑誌"""",""""手紙"""",""""地図""""]""	""[""""CD"""",""""book"""",""""magazine"""",""""letter"""",""""map""""]""	""[""""CD"""",""""city"""",""""candy"""",""""sandy"""",""""tidy""""]""	[]	[]"
200409	2	band	バンド	a group of people who play music	My brother is in a band.	私の兄はバンドに入っています。	noun	2	3	""[""""バンド"""",""""歌手"""",""""楽器"""",""""音楽"""",""""コンサート""""]""	""[""""band"""",""""singer"""",""""guitar"""",""""music"""",""""concert""""]""	""[""""band"""",""""bend"""",""""bank"""",""""hand"""",""""sand""""]""	""[{""""word"""":""""group"""",""""note"""":""""広い意味の「集まり」""""}]""	[]"
200410	2	drum	たいこ	a musical instrument you hit	He can play the drum well.	彼はたいこを上手にたたけます。	noun	2	2	""[""""たいこ"""",""""ふえ"""",""""ピアノ"""",""""ギター"""",""""バイオリン""""]""	""[""""drum"""",""""flute"""",""""piano"""",""""guitar"""",""""violin""""]""	""[""""drum"""",""""drop"""",""""drug"""",""""drive"""",""""dream""""]""	[]	[]"
200411	2	flute	ふえ	a musical instrument you blow	She plays the flute in music class.	彼女は音楽の授業でふえを演奏します。	noun	2	2	""[""""ふえ"""",""""たいこ"""",""""ピアノ"""",""""ギター"""",""""バイオリン""""]""	""[""""flute"""",""""drum"""",""""piano"""",""""guitar"""",""""violin""""]""	""[""""flute"""",""""fruit"""",""""floor"""",""""flag"""",""""fly""""]""	[]	[]"
200412	2	scarf	マフラー	a piece of cloth worn around the neck	She has a red scarf.	彼女は赤いマフラーを持っています。	noun	2	3	""[""""マフラー"""",""""ぼうし"""",""""くつ"""",""""シャツ"""",""""てぶくろ""""]""	""[""""scarf"""",""""hat"""",""""shoes"""",""""shirt"""",""""gloves""""]""	""[""""scarf"""",""""star"""",""""smart"""",""""skirt"""",""""staff""""]""	[]	[]"
200413	2	fresh	新鮮な	new, clean, and not old	These vegetables are fresh.	これらの野菜は新鮮です。	adjective	2	4	""[""""新鮮な"""",""""甘い"""",""""熱い"""",""""やわらかい"""",""""重い""""]""	""[""""fresh"""",""""sweet"""",""""hot"""",""""soft"""",""""heavy""""]""	""[""""fresh"""",""""friend"""",""""front"""",""""flash"""",""""fruit""""]""	[]	""[{""""word"""":""""old"""",""""note"""":""""古い、または新しくない""""}]"""
200414	2	pretty	かわいい	nice to look at	Your bag is pretty.	あなたのかばんはかわいいです。	adjective	2	4	""[""""かわいい"""",""""大きい"""",""""強い"""",""""速い"""",""""暗い""""]""	""[""""pretty"""",""""big"""",""""strong"""",""""fast"""",""""dark""""]""	""[""""pretty"""",""""city"""",""""party"""",""""pity"""",""""petty""""]""	""[{""""word"""":""""cute"""",""""note"""":""""prettyより口語的によく使う""""}]""	""[{""""word"""":""""ugly"""",""""note"""":""""見た目がよくない""""}]"""
200415	2	be kind to	〜に親切にする	to treat someone nicely	Please be kind to animals.	動物に親切にしてください。	verb	2	3	""[""""〜に親切にする"""",""""〜を待つ"""",""""〜を手伝う"""",""""〜を訪ねる"""",""""〜を呼ぶ""""]""	""[""""be kind to"""",""""wait for"""",""""help"""",""""visit"""",""""call""""]""	""[""""be kind to"""",""""be nice to"""",""""be close to"""",""""be good at"""",""""be late for""""]""	""[{""""word"""":""""be nice to"""",""""note"""":""""ほぼ同じ意味のやさしい表現""""}]""	""[{""""word"""":""""be mean to"""",""""note"""":""""意地悪にする""""}]"""
200416	2	last night	昨夜	the night before today	I watched TV last night.	私は昨夜テレビを見ました。	adverb	2	3	""[""""昨夜"""",""""今夜"""",""""昨朝"""",""""明日の夜"""",""""毎晩""""]""	""[""""last night"""",""""tonight"""",""""yesterday morning"""",""""tomorrow night"""",""""every night""""]""	""[""""last night"""",""""last light"""",""""late night"""",""""this night"""",""""fast night""""]""	""[{""""word"""":""""yesterday evening"""",""""note"""":""""夕方寄りの言い方""""}]""	""[{""""word"""":""""tonight"""",""""note"""":""""今夜""""}]"""
200417	2	good	よい	nice or of high quality	This cake is very good.	このケーキはとてもおいしいです。	adjective	1	5	""[""""よい"""",""""悪い"""",""""新しい"""",""""大きい"""",""""早い""""]""	""[""""good"""",""""bad"""",""""new"""",""""big"""",""""fast""""]""	""[""""good"""",""""could"""",""""wood"""",""""book"""",""""food""""]""	""[{""""word"""":""""nice"""",""""note"""":""""やさしい意味でも使う""""},{""""word"""":""""fine"""",""""note"""":""""goodより少しかたい""""}]""	""[{""""word"""":""""bad"""",""""note"""":""""反対の意味""""}]"""
200418	2	wrong	まちがった	not correct	Your answer is wrong.	あなたの答えはまちがっています。	adjective	2	3	""[""""まちがった"""",""""正しい"""",""""やさしい"""",""""速い"""",""""新しい""""]""	""[""""wrong"""",""""right"""",""""easy"""",""""fast"""",""""new""""]""	""[""""wrong"""",""""long"""",""""strong"""",""""song"""",""""walk""""]""	""[{""""word"""":""""incorrect"""",""""note"""":""""少しかたい言い方""""}]""	""[{""""word"""":""""right"""",""""note"""":""""正しい""""}]"""
200419	2	be bad at	が苦手である	to not do something well	I am bad at math.	私は数学が苦手です。	verb	3	3	""[""""が苦手である"""",""""が得意である"""",""""が好きである"""",""""を勉強する"""",""""を教える""""]""	""[""""be bad at"""",""""be good at"""",""""like"""",""""study"""",""""teach""""]""	""[""""be bad at"""",""""be good at"""",""""be glad at"""",""""be mad at"""",""""be sad at""""]""	""[{""""word"""":""""not be good at"""",""""note"""":""""意味が近い基本表現""""}]""	""[{""""word"""":""""be good at"""",""""note"""":""""得意である""""}]"""
200420	2	be absent from	を欠席する	to not be at school or a place	She was absent from school yesterday.	彼女は昨日学校を欠席しました。	verb	3	2	""[""""を欠席する"""",""""に出席する"""",""""に着く"""",""""を出発する"""",""""に参加する""""]""	""[""""be absent from"""",""""attend"""",""""arrive at"""",""""leave"""",""""join""""]""	""[""""be absent from"""",""""be away from"""",""""be active in"""",""""be afraid of"""",""""be ready for""""]""	[]	""[{""""word"""":""""attend"""",""""note"""":""""出席する""""}]"""
200421	2	bad	悪い	not good	This milk smells bad.	この牛乳は変なにおいがする。	adjective	2	5	""[""""悪い"""",""""良い"""",""""新しい"""",""""強い"""",""""早い""""]""	""[""""bad"""",""""good"""",""""new"""",""""strong"""",""""early""""]""	""[""""bad"""",""""bed"""",""""bag"""",""""bat"""",""""back""""]""	""[{""""word"""":""""poor"""",""""note"""":""""quality が低いときによく使う""""}]""	""[{""""word"""":""""good"""",""""note"""":""""反対の意味""""}]"""
200422	2	ill	病気の	sick; not well	She is ill today.	彼女は今日病気です。	adjective	3	3	""[""""病気の"""",""""元気な"""",""""忙しい"""",""""眠い"""",""""空腹の""""]""	""[""""ill"""",""""well"""",""""busy"""",""""sleepy"""",""""hungry""""]""	""[""""ill"""",""""hill"""",""""fill"""",""""will"""",""""bell""""]""	""[{""""word"""":""""sick"""",""""note"""":""""より一般的な語""""}]""	""[{""""word"""":""""well"""",""""note"""":""""体の調子がよい""""}]"""
200423	2	be late for	に遅れる	to not arrive on time for something	I am late for school.	私は学校に遅れています。	verb	3	4	""[""""に遅れる"""",""""に間に合う"""",""""を休む"""",""""へ行く"""",""""を始める""""]""	""[""""be late for"""",""""be on time for"""",""""miss"""",""""go to"""",""""start""""]""	""[""""be late for"""",""""be ready for"""",""""be sorry for"""",""""be famous for"""",""""be good for""""]""	[]	""[{""""word"""":""""be on time for"""",""""note"""":""""時間どおりに着く""""}]"""
200424	2	outside	外で	in or to the open air	The children are playing outside.	子どもたちは外で遊んでいます。	adverb	2	4	""[""""外で"""",""""中で"""",""""上で"""",""""下で"""",""""近くで""""]""	""[""""outside"""",""""inside"""",""""upstairs"""",""""downstairs"""",""""nearby""""]""	""[""""outside"""",""""inside"""",""""out"""",""""side"""",""""around""""]""	[]	""[{""""word"""":""""inside"""",""""note"""":""""反対の場所を表す""""}]"""
200425	2	far from	〜から遠い	not near to	My house is far from the station.	私の家は駅から遠いです。	preposition	3	3	""[""""〜から遠い"""",""""〜の近くに"""",""""〜の前に"""",""""〜の後ろに"""",""""〜のとなりに""""]""	""[""""far from"""",""""near"""",""""in front of"""",""""behind"""",""""next to""""]""	""[""""far from"""",""""from"""",""""farm"""",""""form"""",""""for""""]""	[]	""[{""""word"""":""""near"""",""""note"""":""""近いことを表す""""}]"""
200426	2	lose	なくす	to not have something anymore	Be careful not to lose your bag.	かばんをなくさないように気をつけて。	verb	2	4	""[""""なくす"""",""""見つける"""",""""持つ"""",""""使う"""",""""借りる""""]""	""[""""lose"""",""""find"""",""""keep"""",""""use"""",""""borrow""""]""	""[""""lose"""",""""choose"""",""""news"""",""""loop"""",""""look""""]""	[]	""[{""""word"""":""""find"""",""""note"""":""""なくした物を見つける""""}]"""
200427	2	eighteen	18	the number 18	I have eighteen pencils.	私は鉛筆を18本持っています。	number	1	2	""[""""18"""",""""17"""",""""19"""",""""16"""",""""20""""]""	""[""""eighteen"""",""""seventeen"""",""""nineteen"""",""""sixteen"""",""""twenty""""]""	""[""""eighteen"""",""""eighty"""",""""eight"""",""""sixteen"""",""""nineteen""""]""	[]	[]"
200428	2	nineteen	19	the number 19	She is nineteen years old.	彼女は19歳です。	number	1	2	""[""""19"""",""""18"""",""""17"""",""""20"""",""""16""""]""	""[""""nineteen"""",""""eighteen"""",""""seventeen"""",""""twenty"""",""""sixteen""""]""	""[""""nineteen"""",""""ninety"""",""""nine"""",""""eighteen"""",""""sixteen""""]""	[]	[]"
200429	2	seventeen	17	the number 17	I have seventeen pencils.	私は17本のえんぴつを持っています。	number	1	3	""[""""17"""",""""16"""",""""18"""",""""19"""",""""20""""]""	""[""""seventeen"""",""""sixteen"""",""""eighteen"""",""""nineteen"""",""""twenty""""]""	""[""""seventeen"""",""""sixteen"""",""""seventy"""",""""seven"""",""""eighteen""""]""	[]	[]"
200430	2	sixteen	16	the number 16	I have sixteen pencils.	私は鉛筆を16本持っています。	number	1	3	""[""""16"""",""""15"""",""""17"""",""""18"""",""""19""""]""	""[""""sixteen"""",""""fifteen"""",""""seventeen"""",""""eighteen"""",""""nineteen""""]""	""[""""sixteen"""",""""sixty"""",""""six"""",""""seventeen"""",""""sixth""""]""	[]	[]"
200431	2	thing	もの	an object or an idea	This thing is very useful.	このものはとても役に立ちます。	noun	1	5	""[""""もの"""",""""こと"""",""""道具"""",""""箱"""",""""食べ物""""]""	""[""""thing"""",""""stuff"""",""""tool"""",""""box"""",""""food""""]""	""[""""thing"""",""""think"""",""""sing"""",""""thank"""",""""thin""""]""	[]	[]"
200432	2	me	私を	the speaker as the object	She called me yesterday.	彼女は昨日私を呼びました。	pronoun	1	5	""[""""私を"""",""""彼を"""",""""彼女を"""",""""私たちを"""",""""それを""""]""	""[""""me"""",""""him"""",""""her"""",""""us"""",""""it""""]""	""[""""me"""",""""we"""",""""bee"""",""""knee"""",""""my""""]""	[]	[]"
