"no	grade	word	japanese	description	sentence	japanese_sentence	pos	difficulty	frequency	""[""""年"""",""""月"""",""""週"""",""""日"""",""""時間""""]""	""[""""year"""",""""month"""",""""week"""",""""day"""",""""hour""""]""	""[""""year"""",""""ear"""",""""near"""",""""dear"""",""""yard""""]""	[]	[]"
400530	4	sustain	維持する	to keep something going	Plants need water to sustain life.	植物は生命を維持するために水を必要とします。	verb	5	2	""[""""維持する"""",""""発見する"""",""""説明する"""",""""減らす"""",""""借りる""""]""	""[""""sustain"""",""""discover"""",""""explain"""",""""reduce"""",""""borrow""""]""	""[""""sustain"""",""""suggest"""",""""support"""",""""contain"""",""""remain""""]""	""[{""""word"""":""""maintain"""",""""note"""":""""状態を保つ""""},{""""word"""":""""support"""",""""note"""":""""支える意味でも使う""""}]""	""[{""""word"""":""""destroy"""",""""note"""":""""壊して続けられなくする""""}]"""
400531	4	save up	貯金する	to keep money little by little for future use	I save up money for a new bike.	私は新しい自転車のためにお金を貯金する。	verb	4	3	""[""""貯金する"""",""""借りる"""",""""使う"""",""""稼ぐ"""",""""失う""""]""	""[""""save up"""",""""borrow"""",""""spend"""",""""earn"""",""""lose""""]""	""[""""save up"""",""""stay up"""",""""set up"""",""""gave up"""",""""wake up""""]""	""[{""""word"""":""""save"""",""""note"""":""""より基本的な語""""}]""	""[{""""word"""":""""spend"""",""""note"""":""""お金を使う""""}]"""
400532	4	protect from	〜から守る	to keep someone or something safe from danger	Sunglasses protect your eyes from the sun.	サングラスは太陽から目を守る。	verb	4	3	""[""""〜から守る"""",""""〜を攻撃する"""",""""〜を運ぶ"""",""""〜を集める"""",""""〜を壊す""""]""	""[""""protect from"""",""""attack"""",""""carry"""",""""collect"""",""""destroy""""]""	""[""""protect from"""",""""project from"""",""""prevent from"""",""""produce from"""",""""promise from""""]""	""[{""""word"""":""""keep safe from"""",""""note"""":""""意味をやさしく言い換えた形""""}]""	""[{""""word"""":""""expose to"""",""""note"""":""""危険にさらす""""}]"""
400533	4	preserve	保存する	to keep something in good condition	We must preserve old buildings.	私たちは古い建物を保存しなければならない。	verb	5	3	""[""""保存する"""",""""建てる"""",""""洗う"""",""""動かす"""",""""選ぶ""""]""	""[""""preserve"""",""""build"""",""""wash"""",""""move"""",""""choose""""]""	""[""""preserve"""",""""prefer"""",""""prepare"""",""""present"""",""""prevent""""]""	""[{""""word"""":""""keep"""",""""note"""":""""基本的な語で近い意味""""},{""""word"""":""""save"""",""""note"""":""""失わないように保つ""""}]""	""[{""""word"""":""""destroy"""",""""note"""":""""こわす""""}]"""
400534	4	maintain	維持する	to keep something in good condition or at the same level	It is hard to maintain good health.	健康を維持するのは難しい。	verb	4	3	""[""""維持する"""",""""改善する"""",""""修理する"""",""""増やす"""",""""確認する""""]""	""[""""maintain"""",""""improve"""",""""repair"""",""""increase"""",""""check""""]""	""[""""maintain"""",""""mountain"""",""""mention"""",""""remain"""",""""main""""]""	""[{""""word"""":""""keep"""",""""note"""":""""基本的に「保つ」""""},{""""word"""":""""preserve"""",""""note"""":""""よりかたい語""""}]""	""[{""""word"""":""""destroy"""",""""note"""":""""壊す・だめにする""""},{""""word"""":""""reduce"""",""""note"""":""""減らして保てない""""}]"""
400535	4	insist	言い張る	to say strongly that something is true or must be done	She insisted on paying for lunch.	彼女は昼食代を払うと言い張った。	verb	4	3	""[""""言い張る"""",""""説明する"""",""""提案する"""",""""同意する"""",""""疑う""""]""	""[""""insist"""",""""explain"""",""""suggest"""",""""agree"""",""""doubt""""]""	""[""""insist"""",""""exist"""",""""assist"""",""""instead"""",""""inside""""]""	""[{""""word"""":""""demand"""",""""note"""":""""強く求める意味が近い""""}]""	""[{""""word"""":""""agree"""",""""note"""":""""反対せず受け入れる""""}]"""
400536	4	murder	殺害する	to kill a person illegally and on purpose	The man was murdered last night.	その男性は昨夜殺害された。	verb	4	3	""[""""殺害する"""",""""助ける"""",""""守る"""",""""逮捕する"""",""""見つける""""]""	""[""""murder"""",""""help"""",""""protect"""",""""arrest"""",""""find""""]""	""[""""murder"""",""""mother"""",""""murmur"""",""""marker"""",""""order""""]""	""[{""""word"""":""""kill"""",""""note"""":""""より広い意味の基本語""""}]""	""[{""""word"""":""""save"""",""""note"""":""""命を救う""""},{""""word"""":""""protect"""",""""note"""":""""危害から守る""""}]"""
400537	4	favor	親切な行為	a kind thing that you do for someone	Could you do me a favor?	私に親切なことをしてくれませんか。	noun	4	3	""[""""親切な行為"""",""""約束"""",""""計画"""",""""習慣"""",""""経験""""]""	""[""""favor"""",""""promise"""",""""plan"""",""""habit"""",""""experience""""]""	""[""""favor"""",""""fever"""",""""fiber"""",""""saver"""",""""famous""""]""	""[{""""word"""":""""kindness"""",""""note"""":""""より広く「親切」""""}]""	[]"
400538	4	mercy	慈悲	kindness shown to someone you could punish	The judge showed mercy to the boy.	裁判官はその少年に慈悲を示した。	noun	5	2	""[""""慈悲"""",""""勇気"""",""""誇り"""",""""知恵"""",""""忍耐""""]""	""[""""mercy"""",""""courage"""",""""pride"""",""""wisdom"""",""""patience""""]""	""[""""mercy"""",""""messy"""",""""merely"""",""""nervy"""",""""merit""""]""	""[{""""word"""":""""pity"""",""""note"""":""""「かわいそうに思う気持ち」寄り""""}]""	""[{""""word"""":""""cruelty"""",""""note"""":""""残酷さ""""}]"""
400539	4	palace	宮殿	a large and grand home for a king or queen	The king lived in a large palace.	王は大きな宮殿に住んでいた。	noun	4	2	""[""""宮殿"""",""""寺院"""",""""劇場"""",""""工場"""",""""倉庫""""]""	""[""""palace"""",""""temple"""",""""theater"""",""""factory"""",""""warehouse""""]""	""[""""palace"""",""""balance"""",""""parrot"""",""""planet"""",""""polish""""]""	[]	[]"
400540	4	empire	帝国	a group of countries ruled by one leader or nation	The empire grew very large.	その帝国はとても大きくなった。	noun	4	2	""[""""帝国"""",""""王国"""",""""政府"""",""""国家"""",""""植民地""""]""	""[""""empire"""",""""kingdom"""",""""government"""",""""nation"""",""""colony""""]""	""[""""empire"""",""""inspire"""",""""entire"""",""""empty"""",""""umpire""""]""	[]	[]"
400541	4	identify	見分ける	to know who or what someone or something is	Can you identify the bird in this picture?	この写真の鳥を見分けられますか。	verb	4	3	""[""""見分ける"""",""""集める"""",""""隠す"""",""""運ぶ"""",""""数える""""]""	""[""""identify"""",""""collect"""",""""hide"""",""""carry"""",""""count""""]""	""[""""identify"""",""""idea"""",""""invite"""",""""inside"""",""""indicate""""]""	""[{""""word"""":""""recognize"""",""""note"""":""""見てそれとわかる""""}]""	[]"
400542	4	recognize	気づく	to know someone or something because you have seen it before	I recognized her at once.	私はすぐに彼女だと気づいた。	verb	4	3	""[""""気づく"""",""""忘れる"""",""""疑う"""",""""避ける"""",""""支える""""]""	""[""""recognize"""",""""forget"""",""""doubt"""",""""avoid"""",""""support""""]""	""[""""recognize"""",""""recommend"""",""""record"""",""""recycle"""",""""realize""""]""	""[{""""word"""":""""identify"""",""""note"""":""""だれ・何かを見分ける""""}]""	[]"
400543	4	familiar	よく知っている	well known to you	This song sounds familiar to me.	この歌は私には聞き覚えがあります。	adjective	4	3	""[""""よく知っている"""",""""有名な"""",""""静かな"""",""""危険な"""",""""正直な""""]""	""[""""familiar"""",""""famous"""",""""quiet"""",""""dangerous"""",""""honest""""]""	""[""""familiar"""",""""similar"""",""""popular"""",""""regular"""",""""favorite""""]""	""[{""""word"""":""""well-known"""",""""note"""":""""「よく知られた」の意味で近い""""}]""	""[{""""word"""":""""strange"""",""""note"""":""""見慣れない、なじみのない""""}]"""
400544	4	tag	札	a small label on something	The price tag is still on the bag.	そのかばんにはまだ値札が付いています。	noun	3	3	""[""""札"""",""""表紙"""",""""封筒"""",""""帯"""",""""しおり""""]""	""[""""tag"""",""""cover"""",""""envelope"""",""""belt"""",""""bookmark""""]""	""[""""tag"""",""""bag"""",""""tap"""",""""tank"""",""""back""""]""	""[{""""word"""":""""label"""",""""note"""":""""品物などにつける札""""}]""	[]"
400545	4	territory	領土	land controlled by a country or group	The island is part of their territory.	その島は彼らの領土の一部です。	noun	5	2	""[""""領土"""",""""国境"""",""""首都"""",""""大陸"""",""""砂漠""""]""	""[""""territory"""",""""border"""",""""capital"""",""""continent"""",""""desert""""]""	""[""""territory"""",""""temporary"""",""""terrible"""",""""history"""",""""victory""""]""	""[{""""word"""":""""land"""",""""note"""":""""広く「土地」の意味で近い""""}]""	[]"
400546	4	conference	会議	a large formal meeting	She spoke at the conference yesterday.	彼女は昨日その会議で話しました。	noun	4	3	""[""""会議"""",""""試合"""",""""旅行"""",""""授業"""",""""祭り""""]""	""[""""conference"""",""""contest"""",""""journey"""",""""lesson"""",""""festival""""]""	""[""""conference"""",""""confidence"""",""""convenience"""",""""difference"""",""""reference""""]""	""[{""""word"""":""""meeting"""",""""note"""":""""conference のほうがより正式""""}]""	[]"
400547	4	log	丸太	a thick piece of wood from a tree	The fire burned a large log.	その火は大きな丸太を燃やしました。	noun	4	2	""[""""丸太"""",""""枝"""",""""葉"""",""""根"""",""""種""""]""	""[""""log"""",""""branch"""",""""leaf"""",""""root"""",""""seed""""]""	""[""""log"""",""""long"""",""""lock"""",""""rock"""",""""dog""""]""	[]	[]"
400548	4	permanent	永久の	lasting for a very long time or forever	This mark is permanent.	このしみは永久に残ります。	adjective	7	3	""[""""永久の"""",""""一時的な"""",""""重要な"""",""""静かな"""",""""危険な""""]""	""[""""permanent"""",""""temporary"""",""""important"""",""""quiet"""",""""dangerous""""]""	""[""""permanent"""",""""government"""",""""different"""",""""performance"""",""""person""""]""	""[{""""word"""":""""lasting"""",""""note"""":""""よりやさしい語""""}]""	""[{""""word"""":""""temporary"""",""""note"""":""""一時的な""""}]"""
400549	4	parliament	議会	the group of people who make laws in some countries	The law was discussed in parliament.	その法律は議会で話し合われました。	noun	8	2	""[""""議会"""",""""裁判所"""",""""政府"""",""""選挙"""",""""法律""""]""	""[""""parliament"""",""""court"""",""""government"""",""""election"""",""""law""""]""	""[""""parliament"""",""""apartment"""",""""parent"""",""""payment"""",""""pardon""""]""	[]	[]"
400550	4	chairman	議長	the person who leads a meeting or group	The chairman opened the meeting at nine.	議長は9時に会議を始めた。	noun	4	3	""[""""議長"""",""""司会者"""",""""部長"""",""""会員"""",""""秘書""""]""	""[""""chairman"""",""""captain"""",""""manager"""",""""member"""",""""secretary""""]""	""[""""chairman"""",""""airman"""",""""charmer"""",""""German"""",""""careman""""]""	""[{""""word"""":""""chairperson"""",""""note"""":""""gender-neutral word""""}]""	[]"
400551	4	acquire	身につける	to get something by learning or effort	She acquired good English skills in Canada.	彼女はカナダで英語力を身につけた。	verb	5	3	""[""""身につける"""",""""失う"""",""""集める"""",""""選ぶ"""",""""運ぶ""""]""	""[""""acquire"""",""""lose"""",""""collect"""",""""choose"""",""""carry""""]""	""[""""acquire"""",""""admire"""",""""agree"""",""""require"""",""""alive""""]""	""[{""""word"""":""""gain"""",""""note"""":""""少し一般的""""},{""""word"""":""""get"""",""""note"""":""""より基本的な語""""}]""	""[{""""word"""":""""lose"""",""""note"""":""""手に入れる⇔失う""""}]"""
400552	4	master	習得する	to learn something very well	He wants to master French before college.	彼は大学に入る前にフランス語を習得したい。	verb	4	4	""[""""習得する"""",""""忘れる"""",""""説明する"""",""""比べる"""",""""借りる""""]""	""[""""master"""",""""forget"""",""""explain"""",""""compare"""",""""borrow""""]""	""[""""master"""",""""faster"""",""""matter"""",""""monster"""",""""mister""""]""	""[{""""word"""":""""learn"""",""""note"""":""""より広い意味""""},{""""word"""":""""acquire"""",""""note"""":""""少しかたい語""""}]""	""[{""""word"""":""""forget"""",""""note"""":""""覚える・習得する⇔忘れる""""}]"""
400553	4	scholar	学者	a person who studies a subject deeply	The scholar wrote a book about history.	その学者は歴史についての本を書いた。	noun	4	2	""[""""学者"""",""""教師"""",""""医者"""",""""記者"""",""""画家""""]""	""[""""scholar"""",""""teacher"""",""""doctor"""",""""reporter"""",""""artist""""]""	""[""""scholar"""",""""school"""",""""solar"""",""""collar"""",""""color""""]""	""[{""""word"""":""""researcher"""",""""note"""":""""研究する人。scholar より広い""""}]""	[]"
400554	4	education	教育	the process of teaching and learning	Education is important for every child.	教育はすべての子どもにとって大切だ。	noun	3	4	""[""""教育"""",""""経験"""",""""文化"""",""""情報"""",""""練習""""]""	""[""""education"""",""""experience"""",""""culture"""",""""information"""",""""practice""""]""	""[""""education"""",""""edition"""",""""vacation"""",""""situation"""",""""question""""]""	""[{""""word"""":""""schooling"""",""""note"""":""""学校で受ける教育""""}]""	[]"
400555	4	minimum	最小限	the smallest amount or number	We need a minimum of two players.	私たちには最低でも2人の選手が必要だ。	noun	4	2	""[""""最小限"""",""""最大限"""",""""平均"""",""""合計"""",""""一部""""]""	""[""""minimum"""",""""maximum"""",""""average"""",""""total"""",""""part""""]""	""[""""minimum"""",""""mini"""",""""minute"""",""""animal"""",""""memory""""]""	""[{""""word"""":""""least"""",""""note"""":""""最も少ない""""}]""	""[{""""word"""":""""maximum"""",""""note"""":""""最大の量・数""""}]"""
